"""ClassificationCode""","""ClassificationCode"" Descriptions"
N010,INSTALLATION OF EQUIPMENT- WEAPONS
N010,INSTALLATION OF EQUIPMENT: WEAPONS
N011,INSTALLATION OF EQUIPMENT- NUCLEAR ORDNANCE
N011,INSTALL OF NUCLEAR ORDNANCE
N012,INSTALLATION OF EQUIPMENT- FIRE CONTROL EQUIPMENT
N012,INSTALL OF FIRE CONT EQ
N013,INSTALLATION OF EQUIPMENT- AMMUNITION AND EXPLOSIVES
N013,INSTALL OF AMMO & EXPLOSIVES
N014,INSTALLATION OF EQUIPMENT- GUIDED MISSILES
N014,INSTALL OF GUIDED MISSILES
N015,INSTALLATION OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
N015,INSTALL OF AIRCRAFT
N016,INSTALLATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES
N016,INSTALL OF AIRCRAFT COMPONENTS
N017,"INSTALLATION OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
N017,INSTALL OF AIRCRAFT GROUND EQ
N018,INSTALLATION OF EQUIPMENT- SPACE VEHICLES
N018,INSTALL OF SPACE VEHICLES
N019,INSTALL OF SHIPS-SML CRAFT-DOCKS
N019,"INSTALLATION OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS"
N020,INSTALL OF SHIP & MARINE EQ
N020,INSTALLATION OF EQUIPMENT- SHIP AND MARINE EQUIPMENT
N022,INSTALLATION OF EQUIPMENT- RAILWAY EQUIPMENT
N022,INSTALL OF RAILWAY EQ
N023,"INSTALLATION OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
N023,INSTALL OF VEHICLES-TRAILERS-CYC
N024,INSTALLATION OF EQUIPMENT- TRACTORS
N024,INSTALLATION OF EQUIPMENT: TRACTORS
N025,INSTALL OF VEHICULAR EQ
N025,INSTALLATION OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS
N026,INSTALL OF TIRES & TUBES
N026,INSTALLATION OF EQUIPMENT- TIRES AND TUBES
N028,"INSTALLATION OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS"
N028,INSTALL OF ENGINES & TURBINES
N029,INSTALL OF ENGINE ACCESSORIES
N029,INSTALLATION OF EQUIPMENT- ENGINE ACCESSORIES
N030,INSTALL OF MECH POWER TRANS EQ
N030,INSTALLATION OF EQUIPMENT- MECHANICAL POWER TRANSMISSION EQUIPMENT
N031,INSTALLATION OF EQUIPMENT- BEARINGS
N031,INSTALLATION OF EQUIPMENT: BEARINGS
N032,INSTALLATION OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT
N032,INSTALL OF WOODWORKING MACHINE
N034,INSTALL OF METALWORK MACHINE
N034,INSTALLATION OF EQUIPMENT- METALWORKING MACHINERY
N035,INSTALL OF SERVICE & TRADE EQ
N035,INSTALLATION OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT
N036,INSTALL OF SP INDUSTRY MACHINERY
N036,INSTALLATION OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY
N037,INSTALL OF AGRICULTURE MACHINE
N037,INSTALLATION OF EQUIPMENT- AGRICULTURAL MACHINERY AND EQUIPMENT
N038,"INSTALLATION OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT"
N038,INSTALL OF CONTRUCT EQ
N039,INSTALL OF MATERIALS HANDLING EQ
N039,INSTALLATION OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT
N040,INSTALL OF ROPE-CABLE-CHAIN
N040,"INSTALLATION OF EQUIPMENT- ROPE, CABLE, CHAIN, AND FITTINGS"
N041,"INSTALLATION OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
N041,INSTALL OF REFRIGERATION - AC EQ
N042,INSTALLATION OF EQUIPMENT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
N042,INSTALL OF FIRE-RESCUE-SAFETY EQ
N043,INSTALL OF PUMPS & COMPRESSORS
N043,INSTALLATION OF EQUIPMENT- PUMPS AND COMPRESSORS
N044,INSTALL OF FURNACE-NUCLEAR REAC
N044,"INSTALLATION OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
N045,INSTALL OF PLUMBING-HEATING EQ
N045,"INSTALLATION OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
N046,INSTALL OF WATER PURIFICATION EQ
N046,INSTALLATION OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
N047,"INSTALLATION OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS"
N047,INSTALL OF PIPE-TUBING-HOSE
N048,INSTALLATION OF EQUIPMENT: VALVES
N048,INSTALLATION OF EQUIPMENT- VALVES
N049,INSTALLATION OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT
N049,INSTALL OF MAINT REPAIR SHOP EQ
N051,INSTALL OF HAND TOOLS
N051,INSTALLATION OF EQUIPMENT- HAND TOOLS
N052,INSTALLATION OF EQUIPMENT- MEASURING TOOLS
N052,INSTALL OF MEASURING TOOLS
N053,INSTALLATION OF EQUIPMENT- HARDWARE AND ABRASIVES
N053,INSTALL OF HARDWARE & ABRASIVES
N054,INSTALLATION OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING
N054,INSTALL OF PREFAB STRUCTURES
N055,INSTALL OF LUMBER & MILLWORK
N055,"INSTALLATION OF EQUIPMENT- LUMBER, MILLWORK, PLYWOOD, AND VENEER"
N056,INSTALL OF CONTRUCT MATERIAL
N056,INSTALLATION OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS
N058,"INSTALLATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
N058,INSTALL OF COMMUNICATION EQ
N059,INSTALL OF ELECT-ELCT EQ
N059,INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
N060,INSTALL OF FIBER OPTICS MATERIAL
N060,"INSTALLATION OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
N061,INSTALL OF POWER DISTRIBUTION EQ
N061,INSTALLATION OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
N062,INSTALL OF LIGHTING FIXTURES
N062,INSTALLATION OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS
N063,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
N063,INSTALL OF ALARM & SIGNAL SYSTEM
N065,"INSTALLATION OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
N065,INSTALL OF MEDICAL-DENTAL-VET EQ
N066,INSTALL OF INSTRUMENTS & LAB EQ
N066,INSTALLATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT
N067,INSTALLATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT
N067,INSTALL OF PHOTOGRAPHIC EQ
N068,INSTALL OF CHEMICAL PRODUCTS
N068,INSTALLATION OF EQUIPMENT- CHEMICALS AND CHEMICAL PRODUCTS
N069,INSTALL OF TRAINING AIDS-DEVICES
N069,INSTALLATION OF EQUIPMENT- TRAINING AIDS AND DEVICES
N070,INSTALLATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT
N070,INSTALL OF ADP EQ & SUPPLIES
N071,INSTALLATION OF EQUIPMENT- FURNITURE
N071,INSTALL OF FURNITURE
N072,INSTALLATION OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
N072,INSTALL OF HOUSEHOLD FURNISHINGS
N073,INSTALLATION OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT
N073,INSTALL OF FOOD PREP-SERVING EQ
N074,"INSTALLATION OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"
N074,INSTALL OF OFFICE MACHINES
N075,INSTALLATION OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES
N075,INSTALL OF OFFICE SUPPLIES
N076,"INSTALLATION OF EQUIPMENT- BOOKS, MAPS, AND OTHER PUBLICATIONS"
N076,INSTALL OF BOOKS-MAPS-PUBS
N077,INSTALLATION OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO
N077,INSTALL OF MUSICAL INST-RADIO-TV
N078,INSTALLATION OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT
N078,INSTALL OF RECREATIONAL EQ
N079,INSTALL OF CLEANING EQ
N079,INSTALLATION OF EQUIPMENT- CLEANING EQUIPMENT AND SUPPLIES
N080,INSTALL OF BRUSHES-PAINTS-SEALER
N080,"INSTALLATION OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
N081,INSTALL OF CONTAINERS-PACKAGING
N081,"INSTALLATION OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES"
N083,INSTALL OF TEXTILES-LEATHER-FURS
N083,"INSTALLATION OF EQUIPMENT- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS"
N084,INSTALL OF CLOTHING - INDIVID EQ
N084,"INSTALLATION OF EQUIPMENT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA"
N085,INSTALLATION OF EQUIPMENT- TOILETRIES
N085,INSTALL OF TOILETRIES
N087,INSTALLATION OF EQUIPMENT- AGRICULTURAL SUPPLIES
N087,INSTALL OF AGRICULTURAL SUPPLIES
N088,INSTALLATION OF EQUIPMENT- LIVE ANIMALS
N088,INSTALL OF LIVE ANIMALS
N089,INSTALLATION OF EQUIPMENT- SUBSISTENCE
N089,INSTALL OF SUBSISTENCE
N091,"INSTALLATION OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES"
N091,INSTALL OF FUELS-LUBRICANTS-OILS
N093,INSTALLATION OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS
N093,INSTALL OF NONMETALIC FAB MAT
N094,INSTALL OF NONMETALIC CRUDE MAT
N094,INSTALLATION OF EQUIPMENT- NONMETALLIC CRUDE MATERIALS
N095,"INSTALLATION OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES"
N095,INSTALL OF METAL BARS & SHEETS
N096,INSTALL OF ORES & MINERALS
N096,"INSTALLATION OF EQUIPMENT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS"
N099,INSTALL OF MISC EQ
N099,INSTALLATION OF EQUIPMENT- MISCELLANEOUS
P,SALVAGE SERVICES
P1,DISPOSAL OF EXCESS/SURPLUS PROPERTY
P100,DISPOSAL OF SURPLUS PROPERTY
P100,SALVAGE- PREPARATION AND DISPOSAL OF EXCESS/SURPLUS PROPERTY
P2,SALVAGE OF AIRCRAFT
P200,SALVAGE OF AIRCRAFT
P200,SALVAGE- AIRCRAFT
P3,SALVAGE OF MARINE VESSELS
P300,SALVAGE OF MARINE VESSELS
P300,SALVAGE- MARINE VESSELS
P4,DEMOLITION OF BUILDINGS
P400,SALVAGE- DEMOLITION OF BUILDINGS
P400,DEMOLITION OF BUILDINGS
P5,DEMOLITION OF NONBUILDING FACILITY
P500,DEMOLITION OF STRUCTURES/FACILITIES
P500,SALVAGE- DEMOLITION OF STRUCTURES/FACILITIES (OTHER THAN BUILDINGS)
P9,OTHER SALVAGE SERVICES
P999,SALVAGE- OTHER
P999,OTHER SALVAGE SERVICES
Q,MEDICAL SERVICES
Q1,DEPENDENT MEDICARE SERVICES
Q101,MEDICAL- DEPENDENT MEDICARE
Q101,DEPENDENT MEDICARE SERVICES
Q2,GENERAL HEALTH CARE SERVICES
Q201,GENERAL HEALTH CARE SERVICES
Q201,MEDICAL- GENERAL HEALTH CARE
Q201,MEDICAL- MANAGED HEALTHCARE
Q3,LABORATORY TESTING SERVICES
Q301,LABORATORY TESTING SERVICES
Q301,MEDICAL- LABORATORY TESTING
Q301,REFERENCE LABORATORY TESTING
Q4,"NURSING, NURSING HOME, EVAL/SCREEN"
Q401,NURSING SERVICES
Q401,MEDICAL- NURSING
Q401,MEDICAL- NURSING
Q402,NURSING HOME CARE CONTRACTS
Q402,MEDICAL- NURSING HOME CARE CONTRACTS
Q402,"NURSING HOME, LONG-TERM & ADULT DAY CARE SERVICES"
Q403,EVALUATION AND SCREENING
Q403,MEDICAL- EVALUATION/SCREENING
Q403,MEDICAL- EVALUATION/SCREENING
Q5,"MEDICAL, DENTAL, AND SURGICAL SVCS"
Q501,ANESTHESIOLOGY SERVICES
Q501,MEDICAL- ANESTHESIOLOGY
Q501,MEDICAL- ANESTHESIOLOGY
Q502,CARDIO-VASCULAR SERVICES
Q502,MEDICAL- CARDIO-VASCULAR
Q502,CARDIOLOGY
Q503,DENTISTRY SERVICES
Q503,MEDICAL- DENTISTRY
Q503,MEDICAL- DENTISTRY
Q504,DERMATOLOGY SERVICES
Q504,MEDICAL- DERMATOLOGY
Q504,MEDICAL- DERMATOLOGY
Q505,GASTROENTEROLOGY SERVICES
Q505,MEDICAL- GASTROENTEROLOGY
Q505,MEDICAL- GASTROENTEROLOGY
Q506,GERIATRIC SERVICES
Q506,MEDICAL- GERIATRIC
Q507,GYNECOLOGY SERVICES
Q507,MEDICAL- GYNECOLOGY
Q507,OBSTETRICS & GYNECOLOGY
Q508,HEMATOLOGY SERVICES
Q508,MEDICAL- HEMATOLOGY
Q508,HEMATOLOGY & ONCOLOGY
Q509,INTERNAL MEDICINE SERVICES
Q509,MEDICAL- INTERNAL MEDICINE
Q509,FAMILY & INTERNAL MEDICINE SERVICES
Q510,NEUROLOGY SERVICES
Q510,MEDICAL- NEUROLOGY
Q510,MEDICAL- NEUROLOGY
Q511,OPHTHALMOLOGY SERVICES
Q511,MEDICAL- OPHTHALMOLOGY
Q511,OPHTHALMOLOGY & OPTOMETRY
Q512,OPTOMETRY SERVICES
Q512,MEDICAL- OPTOMETRY
Q513,ORTHOPEDIC SERVICES
Q513,MEDICAL- ORTHOPEDIC
Q513,ORTHOPEDIC SURGERY SERVICES
Q514,OTOLARYNGOLOGY SERVICES
Q514,MEDICAL- OTOLARYNGOLOGY
Q514,MEDICAL- OTOLARYNGOLOGY
Q515,PATHOLOGY SERVICES
Q515,MEDICAL- PATHOLOGY
Q515,MEDICAL- PATHOLOGY
Q516,PEDIATRIC SERVICES
Q516,MEDICAL- PEDIATRIC
Q516,MEDICAL- PEDIATRIC
Q517,PHARMACOLOGY SERVICES
Q517,MEDICAL- PHARMACOLOGY
Q517,PHARMACY SERVICES
Q518,PHYSICAL MEDICINE & REHABILITATION
Q518,MEDICAL- PHYSICAL MEDICINE/REHABILITATION
Q518,MEDICAL- PHYSICAL MEDICINE/REHABILITATION
Q519,PSYCHIATRY SERVICES
Q519,MEDICAL- PSYCHIATRY
Q519,BEHAVIORAL AND MENTAL HEALTH
Q520,PODIATRY SERVICES
Q520,MEDICAL- PODIATRY
Q520,MEDICAL- PODIATRY
Q521,PULMONARY SERVICES
Q521,MEDICAL- PULMONARY
Q521,MEDICAL- PULMONARY
Q522,RADIOLOGY SERVICES
Q522,MEDICAL- RADIOLOGY
Q522,MEDICAL- RADIOLOGY
Q523,SURGERY SERVICES
Q523,MEDICAL- SURGERY
Q523,MEDICAL- SURGERY
Q524,THORACIC SERVICES
Q524,MEDICAL- THORACIC
Q524,CARDIOTHORACIC SURGERY
Q525,UROLOGY SERVICES
Q525,MEDICAL- UROLOGY
Q525,MEDICAL- UROLOGY
Q526,MEDICAL/PSYCH CONSULTATION SVCS
Q526,MEDICAL- MEDICAL/PSYCHIATRIC CONSULTATION
Q527,NUCLEAR MEDICINE
Q527,MEDICAL- NUCLEAR MEDICINE
Q527,MEDICAL- NUCLEAR MEDICINE
Q528,SOCIAL WORK
Q529,EMERGENCY MEDICINE SERVICES
Q530,ENDOCRINOLOGY MEDICINE SERVICES
Q531,NEPHROLOGY MEDICINE SERVICES
Q532,CHIROPRACTIC & ACUPUNCTURE SERVICES
Q533,OCCUPATIONAL & PUBLIC HEALTH SERVICES
Q6,CERTIFIED MEDICAL SUPPORT
Q601,MEDICAL CODING AND AUDITING
Q601,MEDICAL CODING AND AUDITING
Q602,MEDICAL RECORDS
Q602,MEDICAL RECORDS
Q603,MEDICAL TRANSCRIPTIONS
Q603,MEDICAL TRANSCRIPTIONS
Q7,SPECIALIZED TECHNICAL/ MEDICAL SUPPORT
Q701,SPECIALIZED MEDICAL SUPPORT
Q701,SPECIALIZED MEDICAL SUPPORT
Q702,TECHNICAL MEDICAL SUPPORT
Q702,TECHNICAL MEDICAL SUPPORT
Q8,CLERICAL MEDICAL SUPPORT
Q801,MEDICAL APPOINTING SERVICES
Q801,MEDICAL APPOINTING SERVICES
Q802,CLERICAL MEDICAL SUPPORT
Q802,CLERICAL MEDICAL SUPPORT
Q9,OTHER MEDICAL SERVICES
Q901,ASEPTIC HOUSEKEEPING SERVICES
Q901,HEALTHCARE ENVIRONMENTAL CLEANING
Q901,HEALTHCARE ENVIRONMENTAL CLEANING
Q999,OTHER MEDICAL SERVICES
Q999,MEDICAL- OTHER
R,"SUPPORT SVCS (PROF, ADMIN, MGMT)"
R1,BUILDINGS AND FACILITIES (OBSOLETE)
R111,BLDGS & FAC / ADMIN & SVC BLDGS
R112,BLDGS & FAC / AIRFIELD & MSL FAC
R113,BLDGS & FAC / EDUCATIONAL BLDGS
R114,BLDGS & FAC / HOSPITAL BUILDINGS
R115,BLDGS & FAC / INDUSTRIAL BLDGS
R116,BLDGS & FAC / RESIDENTIAL BLDGS
R117,BLDGS & FAC / WAREHOUSE BLDGS
R118,BLDGS & FAC / R&D FACILITIES
R119,BLDGS & FAC / OTHER BUILDINGS
R121,NON-BLDG / CONSERVATION & DEV
R122,NON-BLDG / HWYS-ROADS-BRIDGES
R123,NON-BLDG / ELECTRIC POWER GENR
R124,NON-BLDG / UTILITIES
R129,NON-BLDG / OTHER
R199,
R2,ARCHITECT-ENGINEER (OBSOLETE CODES)
R211,A/E - NON CONTRUCT - GENERAL
R212,A/E - DRAFTING ENGINEERING
R213,A/E - INSPECT - NON CONTRUCT
R214,A/E - MANAGEMENT ENGINEERING
R215,A/E - PRODUCTION ENGINEERING
R216,A/E - MARINE ENGINEERING
R219,OTHER ARCHITECTS & ENGIN GEN
R3,ADP SERVICES (OBSOLETE CODES)
R301,ADP FACILITY MANAGEMENT
R302,ADP SYSTEMS DEVELOP & PROGRAMMING
R303,ADP SVCS/DATA ENTRY
R304,ADP SVCS/DATA TRANSMISSION
R305,ADP TELEPROCESSING SVCS
R306,ADP SYSTEM ANALYSIS
R307,AUTOMATED INFORMATION SYSTEM SVCS
R399,OTHER ADP SVCS
R4,PROFESSIONAL SERVICES
R401,PERSONAL CARE SERVICES
R401,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL)
R402,REAL ESTATE BROKERAGE SERVICES
R402,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE
R403,REAL ESTATE BROKERAGE SERVICES
R404,PROF SVCS/LAND SURVEYS - CADASTRAL
R404,SUPPORT- PROFESSIONAL: LAND SURVEYS-CADASTRAL (NON-CONSTRUCTION)
R405,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS
R405,OPERATIONS RESEARCH & QUANTITATIVE
R406,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT
R406,POLICY REVIEW/DEVELOPMENT SERVICES
R407,PROGRAM EVALUATION SERVICES
R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT
R408,PROGRAM MANAGEMENT/SUPPORT SERVICES
R409,PROGRAM REVIEW/DEVELOPMENT SERVICES
R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT
R411,SUPPORT- PROFESSIONAL: REAL PROPERTY APPRAISALS
R411,PROF SVCS/REAL PROPERTY APPRAISALS
R412,SUPPORT- PROFESSIONAL: SIMULATION
R412,SIMULATION
R413,SUPPORT- PROFESSIONAL: SPECIFICATIONS DEVELOPMENT
R413,SPECIFICATIONS DEVELOPMENT SERVICES
R414,SYSTEMS ENGINEERING SERVICES
R415,PROF SVCS/TECH SHARING-UTIL
R415,SUPPORT- PROFESSIONAL: TECHNOLOGY SHARING/UTILIZATION
R416,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE
R416,VETERINARY/ANIMAL CARE SERVICES
R418,LEGAL SERVICES
R418,SUPPORT- PROFESSIONAL: LEGAL
R419,EDUCATIONAL SERVICES
R420,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A)
R420,CERTIFICATIONS & ACCREDIT PROD & IN
R421,TECHNICAL ASSISTANCE
R422,MARKET RESEARCH & PUBLIC OPINION SE
R422,SUPPORT- PROFESSIONAL: MARKET RESEARCH/PUBLIC OPINION
R423,SUPPORT- PROFESSIONAL: INTELLIGENCE
R423,INTELLIGENCE SERVICES
R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS
R424,EXPERT WITNESS
R425,ENGINEERING AND TECHNICAL SERVICES
R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL
R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS
R426,COMMUNICATIONS SERVICES
R427,PROF SVCS/WEATHER RPT-OBSERV
R427,SUPPORT- PROFESSIONAL: WEATHER REPORTING/OBSERVATION
R428,SUPPORT- PROFESSIONAL: INDUSTRIAL HYGIENICS
R428,INDUSTRIAL HYGIENICS
R429,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT
R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING
R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES
R497,PERSONAL SERVICES CONTRACTS
R497,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS
R498,SUPPORT- PROFESSIONAL: PATENT AND TRADEMARK
R498,PATENT AND TRADEMARK SERVICES
R499,OTHER PROFESSIONAL SERVICES
R499,SUPPORT- PROFESSIONAL: OTHER
R5,STUDIES (OBSOLETE CODES)
R502,STUDY/AIR QUALITY
R503,STUDY/ARCHEOLOGICAL-PALEONTOLOGICAL
R504,STUDY/CHEMICAL-BIOLOGICAL
R505,STUDY/COST BENEFIT
R506,STUDY/DATA - OTHER THAN SCIENTIFIC
R507,STUDY/ECONOMIC/SOCIO-ECO AND LABOR
R509,STUDY/ENDANGERED SPECIES-PLANT/ANIM
R510,STUDY/ENVIRONMENTAL ASSESSMENTS
R511,STUDY/ENVIRONMENTAL BASELINE
R512,STUDY/ENVIRONMENTAL IMPACT
R513,STUDY/FEASIBILITY - NON-CONTRUCT
R516,STUDY/FISHERIES AND ANIMAL
R517,STUDY/GEOLOGICAL
R518,STUDY/GEOPHYSICAL
R519,STUDY/GEOTECHNICAL
R520,STUDY/GRAZING-RANGE USE
R521,STUDY/HISTORICAL
R522,STUDY/LEGAL-LITIGATION
R524,STUDY/MATHEMATICAL-STATISTICAL
R525,STUDY/NATURAL RESOURCE
R526,STUDY/OCEANOLOGICAL
R527,STUDY/RECREATION
R528,STUDY/REGULATORY
R529,STUDY/SCIENTIFIC DATA
R530,STUDY/SEISMOLOGICAL
R532,STUDY/SOILS
R533,STUDY/WATER QUALITY
R534,STUDY/WILDLIFE
R537,STUDY/MEDICAL AND HEALTH
R538,STUDY/INTELLIGENCE
R539,STUDY/AERONAUTIC/SPACE
R540,STUDY/BUILDING TECHNOLOGY
R541,STUDY/DEFENSE
R542,STUDY/EDUCATIONAL
R543,STUDY/ENERGY
R544,STUDY/TECHNOLOGY
R545,STUDY/HOUSING AND COMMUNITY DEVELOP
R546,STUDY/SECURITY (PHYSICAL & PERSONAL
R547,STUDY/ACCOUNTING/FINANCIAL MGT
R548,STUDY/TRADE ISSUES
R549,STUDY/FOREIGN & NAT'L SECURITY POL
R550,STUDY/ORGANIZATION/ADMIN/PERSONNEL
R551,STUDY/MOBILIZATION/PREPAREDNESS
R552,STUDY/MANPOWER
R553,STUDY/COMMUNICATIONS
R554,STUDY/ACQUISITION POLICY/PROCEDURES
R599,OTHER SPECIAL STUDY & Analysis
R6,ADMINISTRATIVE SUPPORT SERVICES
R601,ADMIN SVCS/MATERIAL MANAGEMENT
R602,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER
R602,COURIER AND MESSENGER SERVICES
R603,TRANSCRIPTION SERVICES
R603,SUPPORT- ADMINISTRATIVE: TRANSCRIPTION
R604,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION
R604,MAILING AND DISTRIBUTION SERVICES
R605,SUPPORT- ADMINISTRATIVE: LIBRARY
R605,LIBRARY SERVICES
R606,COURT REPORTING SERVICES
R606,SUPPORT- ADMINISTRATIVE: COURT REPORTING
R607,WORD PROCESSING/TYPING SERVICES
R607,SUPPORT- ADMINISTRATIVE: WORD PROCESSING/TYPING
R608,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING
R608,ADMIN SVCS/TRANSLATION-SIGN LANGUAG
R609,STENOGRAPHIC SERVICES
R609,SUPPORT- ADMINISTRATIVE: STENOGRAPHIC
R610,SUPPORT- ADMINISTRATIVE:- PERSONAL PROPERTY MANAGEMENT
R610,PERSONAL PROPERTY MANAGEMENT SERVIC
R611,SUPPORT- ADMINISTRATIVE: CREDIT REPORTING
R611,CREDIT REPORTING SERVICES
R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL
R612,INFORMATION RETRIEVAL
R613,POST OFFICE SERVICES
R613,SUPPORT- ADMINISTRATIVE: POST OFFICE
R614,PAPER SHREDDING SERVICES
R614,SUPPORT- ADMINISTRATIVE: PAPER SHREDDING
R615,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION
R616,SUPPORT – ADMINISTRATIVE: PHYSICAL RECORDS MANAGEMENT SERVICES
R617,SUPPORT – ADMINISTRATIVE: ELECTRONIC RECORDS MANAGEMENT SERVICES
R699,OTHER ADMINISTRATIVE SUPPORT SVCS
R699,SUPPORT- ADMINISTRATIVE: OTHER
R7,MANAGEMENT SUPPORT SERVICES
R701,ADVERTISING SERVICES
R701,SUPPORT- MANAGEMENT: ADVERTISING
R702,DATA COLLECTION SERVICES
R702,SUPPORT- MANAGEMENT: DATA COLLECTION
R703,ACCOUNTING SERVICES
R703,SUPPORT- MANAGEMENT: ACCOUNTING
R704,SUPPORT- MANAGEMENT: AUDITING
R704,AUDITING SERVICES
R705,SUPPORT- MANAGEMENT: DEBT COLLECTION
R705,DEBT COLLECTION SERVICES
R706,LOGISTICS SUPPORT SERVICES
R706,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT
R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT
R707,MGT SVCS/CONTRACT & PROCUREMENT SUP
R708,SUPPORT- MANAGEMENT: PUBLIC RELATIONS
R708,PUBLIC RELATIONS SERVICES
R709,ONGOING AUDIT OPERATIONS SUPPORT
R710,FINANCIAL SERVICES
R710,SUPPORT- MANAGEMENT: FINANCIAL
R711,BANKING SERVICES
R711,SUPPORT- MANAGEMENT: BANKING
R712,SUPPORT- MANAGEMENT: COIN MINTING
R712,COIN MINTING
